timestamps,TP9,AF7,AF8,TP10,Right AUX
1735836598.622,-7.324,21.973,76.660,-61.523,54.688
1735836598.626,0.000,26.367,89.844,-108.398,46.387
1735836598.630,7.324,21.973,94.727,-152.344,49.316
1735836598.634,11.230,17.090,73.730,-124.512,57.617
1735836598.637,26.855,24.902,72.754,-92.285,65.430
1735836598.641,65.918,30.762,85.449,-105.469,59.082
1735836598.645,44.922,35.156,89.844,-146.484,40.527
1735836598.649,20.020,32.715,100.586,-135.254,31.250
1735836598.653,53.223,22.949,99.121,-86.914,28.320
1735836598.657,78.613,12.207,84.961,-122.070,-2.441
1735836598.661,27.344,-2.441,72.754,-191.895,8.301
1735836598.665,17.578,5.371,73.242,-197.754,25.879
1735836598.669,63.477,26.367,72.754,-127.930,-6.836
1735836598.673,38.086,5.859,58.105,-102.539,20.508
1735836598.677,23.438,-4.395,57.617,-126.465,49.316
1735836598.680,47.363,-1.465,56.641,-157.715,40.039
1735836598.684,66.406,-3.906,46.387,-104.980,33.203
1735836598.688,77.148,-0.977,45.898,-65.430,45.898
1735836598.692,75.195,10.254,45.410,-90.332,41.016
1735836598.696,77.637,21.484,42.480,-97.168,27.344
1735836598.700,94.727,17.578,38.574,-75.195,41.504
1735836598.704,112.793,11.230,36.133,-31.738,26.367
1735836598.708,84.961,8.301,36.621,-39.551,20.508
1735836598.712,87.891,0.488,10.254,-86.914,27.344
1735836598.716,95.703,-2.441,-3.418,-44.922,56.641
1735836598.719,95.703,1.953,19.043,7.812,51.270
1735836598.723,105.469,11.230,29.297,8.789,32.715
1735836598.727,104.004,17.578,23.438,5.859,35.645
1735836598.731,106.934,19.043,17.090,6.348,40.039
1735836598.735,113.770,19.531,5.371,62.012,38.086
1735836598.739,135.742,20.996,0.977,83.008,27.344
1735836598.743,144.531,27.344,0.977,60.059,6.348
1735836598.747,146.484,23.438,-4.883,61.035,4.395
1735836598.751,191.895,16.602,-4.395,113.281,50.293
1735836598.755,180.664,21.484,-4.395,167.480,70.801
1735836598.759,146.484,37.109,5.859,149.902,47.363
1735836598.762,149.414,46.387,14.160,111.816,2.441
1735836598.766,151.367,25.391,-3.906,145.508,14.648
1735836598.770,194.336,31.738,-3.906,214.355,46.387
1735836598.774,191.406,41.992,-2.930,213.867,41.504
1735836598.778,165.527,29.785,-2.930,177.734,38.086
1735836598.782,171.387,28.809,1.465,194.336,46.875
1735836598.786,156.738,32.227,-6.348,237.305,33.203
1735836598.790,155.273,36.621,-2.441,223.633,15.137
1735836598.794,170.410,36.621,-1.465,192.871,15.137
1735836598.798,207.520,38.086,8.789,194.336,17.578
1735836598.802,182.617,37.598,3.906,215.332,21.484
1735836598.805,113.770,28.809,-14.648,219.727,62.988
1735836598.809,125.000,25.879,-4.883,186.035,58.594
1735836598.813,134.277,32.227,1.465,169.922,61.523
1735836598.817,116.211,39.551,4.395,199.219,86.426
1735836598.821,137.695,40.039,6.836,207.520,66.406
1735836598.825,148.438,48.340,13.184,212.891,44.922
1735836598.829,144.531,49.316,21.973,190.918,37.109
1735836598.833,148.926,50.781,10.254,204.102,52.734
1735836598.837,118.652,45.410,13.672,204.590,55.176
1735836598.841,153.320,36.621,26.855,190.918,40.527
1735836598.844,151.855,47.852,26.855,175.293,30.273
1735836598.848,83.008,45.898,28.809,140.625,33.203
1735836598.852,82.520,42.969,30.273,197.266,41.016
1735836598.856,86.914,45.898,40.039,176.758,7.812
1735836598.860,75.195,34.668,24.902,101.562,-5.371
1735836598.864,96.191,35.645,15.625,108.887,11.230
1735836598.868,57.617,35.645,19.531,161.133,42.480
1735836598.872,15.137,41.992,37.109,184.082,57.617
1735836598.876,28.809,49.316,46.387,122.070,40.039
1735836598.880,-4.395,41.992,35.156,64.453,45.898
1735836598.884,-60.059,42.969,35.645,94.238,59.082
1735836598.887,-49.316,50.781,48.340,142.090,44.434
1735836598.891,-57.129,67.871,64.941,109.863,4.883
1735836598.895,-82.031,78.613,58.594,31.250,-14.160
1735836598.899,-90.332,69.336,49.805,37.598,41.992
1735836598.903,-94.238,76.660,53.223,82.031,63.965
1735836598.907,-90.332,90.332,61.035,64.453,12.695
1735836598.911,-84.473,94.238,61.523,24.414,8.301
1735836598.915,-118.164,99.121,61.035,18.555,18.066
1735836598.919,-134.766,95.215,49.316,81.055,30.762
1735836598.923,-98.145,93.750,60.059,118.652,48.340
1735836598.927,-101.074,103.027,74.219,106.934,34.180
1735836598.930,-90.332,123.535,76.660,113.770,22.461
1735836598.934,-86.426,129.395,79.102,131.348,28.320
1735836598.938,-72.266,125.488,90.820,155.762,25.391
1735836598.942,-74.219,118.652,97.168,158.203,32.227
1735836598.946,-92.285,122.559,101.074,151.855,32.227
1735836598.950,-69.824,130.371,104.004,190.918,34.668
1735836598.954,-65.430,116.211,94.727,234.863,46.387
1735836598.958,-66.895,118.164,94.238,246.094,32.715
1735836598.962,-46.875,123.535,86.914,205.078,54.199
1735836598.966,-22.949,138.672,87.402,187.012,58.594
1735836598.969,-44.434,146.484,84.961,212.402,66.406
1735836598.973,-10.254,143.555,92.773,163.574,52.734
