timestamps,TP9,AF7,AF8,TP10,Right AUX
1738883907.170,-162.598,-1.953,-30.273,-152.344,0.000
1738883907.174,-154.297,-46.387,-52.734,3.418,0.000
1738883907.178,62.012,-28.320,17.578,151.855,0.000
1738883907.182,-134.766,-19.043,-41.016,-82.520,0.000
1738883907.186,73.242,-22.949,-38.086,-19.531,0.000
1738883907.190,109.375,-35.156,14.648,-147.949,0.000
1738883907.194,-142.090,-93.750,-53.711,-284.180,0.000
1738883907.198,-27.344,-44.434,-14.648,86.914,0.000
1738883907.201,66.895,22.461,-20.996,43.457,0.000
1738883907.205,-183.594,-22.949,-35.156,30.762,0.000
1738883907.209,-140.625,-34.668,6.836,-1.953,0.000
1738883907.213,95.215,-25.391,-3.906,-254.395,0.000
1738883907.217,131.836,-13.672,-38.086,-84.473,0.000
1738883907.221,-125.000,-45.410,21.973,206.543,0.000
1738883907.225,-329.590,-117.188,33.203,-89.844,0.000
1738883907.229,151.855,-20.020,8.301,67.871,0.000
1738883907.233,180.664,-7.324,35.156,94.238,0.000
1738883907.237,-187.988,-78.125,33.691,-371.582,0.000
1738883907.240,-145.020,0.488,-1.953,-169.434,0.000
1738883907.244,-54.199,17.090,2.930,80.566,0.000
1738883907.248,76.660,-2.930,27.832,72.754,0.000
1738883907.252,0.488,4.883,23.438,-325.684,0.000
1738883907.256,-215.332,18.555,26.855,-201.660,0.000
1738883907.260,106.445,10.254,11.719,244.141,0.000
1738883907.264,85.938,-42.480,28.320,-12.695,0.000
1738883907.268,-117.188,-27.344,7.324,-367.676,0.000
1738883907.272,88.379,1.953,2.441,162.598,0.000
1738883907.276,-34.180,-72.266,57.617,227.539,0.000
1738883907.280,-21.484,-49.316,29.785,20.020,0.000
1738883907.283,-142.578,-29.785,6.348,-119.141,0.000
1738883907.287,-102.539,-19.531,-3.906,-75.195,0.000
1738883907.291,-5.371,45.898,9.766,88.867,0.000
1738883907.295,-61.035,-23.926,11.230,-88.379,0.000
1738883907.299,-2.441,-62.012,14.160,43.945,0.000
1738883907.303,-55.176,-97.656,77.148,204.590,0.000
1738883907.307,-56.152,-61.523,52.246,-107.422,0.000
1738883907.311,57.617,34.668,-2.441,-163.574,0.000
1738883907.315,-62.500,-43.457,44.434,94.238,0.000
1738883907.319,-126.465,-125.000,51.758,-79.590,0.000
